objectid,format,title,date,location,publisher,longitude,latitude,subject,editor,creator,note,call_number,provenance,binding_description,local_note
buch0603,record,Rheinisches Taschenbuch.,1843,Frankfurt a.M.,J. David Sauerländer,,,Novellas; fables; stories; travel letters,Adrian,"v. Heeringer; Duller, E.; Dräxler-Manfred; Müller; Schmidt.",,PT19.R5 v.34,,Gold and green decorated white paper over baords; gilt edges; partially rebound with blue cloth.,
buch0604,record,Rheinisches Taschenbuch.,1844,Frankfurt a.M.,J. David Sauerländer,,,Novellas; fables; stories,Adrian,Schefer; Genth; v. Heeringen; Duller; Schücking.,,PT19.R5 v.35,,"Blue paper over boards, gilt edges.",
buch0605,record,Rheinisches Taschenbuch.,1845,Frankfurt a.M.,J. David Sauerländer,,,Novellas; fables; stories; literary letters,Dräxler-Manfred,"Duller; Stöber; Simrock, K.; Freiligrath, F.; Creiznach, T.; Kinkel, G.; Dräxler-Manfred; v. Stolterfoth, A.; Arndt; Kalisch.",,PT19.R5 v.36,,Partially rebound (1/4 gray cloth). White paper over boards with red-gold design; gilt edges.,
buch0606,record,Rheinisches Taschenbuch.,1846,Frankfurt a.M.,J. David Sauerländer,,,Novellas; stories; poetry; diaries,Dräxler-Manfred,Zschokke; Eisen; Creiznach; Freiligrath; Simrock; Duller; Dräxler-Manfred; Stolterfoth; Arndt; Droste-Hülshoff.,,PT19.R5 v.37,,Blue and white paper over boards with gold detailing; gilt edges; white paper slipcase.,
buch0607,record,Rheinisches Taschenbuch.,1847,Frankfurt a.M.,J. David Sauerländer,,,Poetry; novellas; stories; fables,Dräxler-Manfred,Zschokke; Arndt; Simrock; Müller; v. Wenckstern; Rank; Keller; Adrian; Smets.,,PT19.R5 v.38,,Decorated white paper over boards; gilt edges. Partially rebound with teal cloth.,
buch0608,record,Rheinisches Taschenbuch.,1848,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Poetry; novellas; stories; fables,Dräxler-Manfred,"Bechstein; Rückert; Arndt; Stolterfoth; Lowe, Feodor; Gerstäcker, F.; Zschokke; Dörr, Adolf; Simrock.",,PT19.R5 v.39,,Front cover: brown cloth over board. Back cover: marbled paper over board. Spine: Navy blue cloth. Gilt edges.,
buch0609,record,Rheinisches Taschenbuch.,1850,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories,Dräxler-Manfred,"Hartmann, Moritz; Starklof; Gerstäcker; Bechstein.",,PT19.R5 v.41,,Gilt tooled red cloth over boards; gilt edges.,
buch0610,record,Rheinisches Taschenbuch.,1851,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories; fables,Dräxler-Manfred,Tieck; Chezy; Brentano; Müller; Bank.,,PT19.R5 v.42,,Gold tooled red cloth over boards; gilt edges.,
buch0611,record,Rheinisches Taschenbuch.,1852,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories,Dräxler-Manfred,"Linden, A.; Rank, J.; v. Heeringen; Müller, W.; Bechstein; Brentano, C.",,PT19.R5 v.43,,Gold tooled red cloth over boards; gilt edges.,
buch0612,record,Rheinisches Taschenbuch.,1853,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories; fables,Dräxler-Manfred,"v. Horn; Nürnberger; Englerth, F. J.; v. Glümer; Chezy.",,PT19.R5 v.44,,Gold tooled red cloth over boards; gilt edges.,
buch0613,record,Rheinisches Taschenbuch.,1855,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories,Dräxler-Manfred,"Dräxler-Manfred; v. Glümer, Cläre; Linden, A; Engelerth; Ziethen, Ed.",,PT19.R5 v.46,Former owner's stamp: C. J. Edler.,1/4 calf with daubed paper over boards.,
buch0614,record,Rheinisches Taschenbuch.,1856,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Stories; essays; sketches,Dräxler-Manfred,"Buddeus, Au.; Appel, J. W.; Trautmann, F.; Schanz, Pauline; Tesche, Walter.",,PT19.R5 v.47,,Gold tooled red cloth over boards; gilt edges.,
buch0615,record,Rheinisches Taschenbuch.,1857,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Stories; novellas,,"Schlönbach, A.; Willkomm, E.; Heyse, P.; Müller, W.",,PT19.R5 v.48,,Partially rebound (1/2 red cloth). Magenta-colored paper over boards boards.,
buch0616,record,Rheinisches Taschenbuch.,1858,Frankfurt a.M.,J. D. Sauerländer Verlag,,,Novellas; stories,,"Vincke, Gisbert; Rank, Josef; Trautmann, F.; v. Glümer, Claire; Willkomm, Ernst; Englert, J. F.",,PT19.R5 v.49,,"Blue cloth boards, gilt edges.",
buch0617,record,"Leerrijke en Vermakelijke Almanak, voor het Jaar 1818.",1818,Groningen,J. Römelingh.,,,,J. Ch. H. Gittermann,,,PT19.L44 v.4,,Decorated orange paper over boards.,In Dutch.
buch0618,record,Leipizger Musenalmanach,1777,Leipzig,Schwickert'scher Verlag,,,Poetry; essays; stories,Traugott-Hase.,"Blondheim; Hase; Schmol; Wagner, H.; Clodius; Meinhof; Sined; Zachariae",,PT19.L5,Former owner's inscription: [illegible] 1878.,1/2 calf with spattered beige paper over boards; red edges.,
buch0619,record,Leipizger Musenalmanach,1779,Leipzig,Schwickert'scher Verlag,,,Poetry; calendar; songs; essays; ballads; book publications,Haase.,"v. Bibba; Eck, J. C.; Jung; Menzel; Thilo; Clodius; Gleim; Leder, F. W.; Netto; Zöllner, J. F.",,PT19.L5,Former owner's bookplate: Aus der Bücherei von Dr. Gustav Woldermar Freiherr v. Biederman 5. III. 1817-1903 II. 6.,Daubed brown paste paper over boards; red edges.,
buch0620,record,Leipizger Musenalmanach,1780,Leipzig,Schwickert'scher Verlag,,,Poetry; ballads; songs,"Stockmann, A. C.","Berger; Moritz; Thilo; Kretzschmann; Menzel; Georgi; Pescheck, C. G.; Schmidt, Gottfried; Loder.",,PT19.L5,,1/2 calf with pale yellow paper over boards; red edges; gloster marbled end papers.,
buch0621,record,Leipizger Musenalmanach,1783,Leipzig,Schwickert'scher Verlag,,,Poetry; elegies; fables; songs; ballads,"Stockmann, A. C.","Asterion; Claudius; Jünger; Schulz; Schmidt, J. G.; v. Carnall; Hagenbruch; Meyer, R. W.; Stockmann.",,PT19.L5,Former owner's inscription: [illegible].,Schrottel marbled brown paper over boards.,
buch0622,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1784,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; songs; currencies; weights & measures; essays (domestic; history; science; economics); music,"Ehrenberg, Franz.",,,PT19.L53,,Gilt tooled paste paper over boards; gilt edges.,
buch0623,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1785,Leipzig,Adam Friedrich Böhme,,,Poetry; essays (domestic; historical; nature; health); music,"Ehrenberg, Franz.","Karl, Franz; Ehrenberg, Charlotte.",,PT19.L53,,Yellow paper over boards.,Hand colored nature drawings.
buch0624,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1788,Leipzig,Adam Friedrich Böhme,,,Poetry; essays (history; economy; nature; literature); stories; music,"Ehrenberg, Franz.",,,PT19.L53,,Green paper over boards.,
buch0625,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1789,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays; music,"Ehrenberg, Franz.","Ehrenberg, Franz.",,PT19.L53,,"Tooled olive paper over boards; gilt edges,",
buch0626,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1790,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; essays (domestic; ethnology; physical education),"Ehrenberg, Franz.","Ehrenberg, Franz.",,PT19.L53,,Multi-color stained and tooled cream paper over boards; gilt edges; extra marbled end papers.,"Printed, colored engraving of ""Die Mongolen"""
buch0627,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1791,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; essays (nature; domestic; economy); history of the Chinese and Dutch; music,"Ehrenberg, Franz.","Ehrenberg, Franz.",,PT19.L53,,Pink paper over boards; gilt edges.,
buch0628,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1793,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (history; nature; economy),"Ehrenberg, Franz.","Ehrenberg, Franz.",,PT19.L53,,Tooled yellow paper over boards; gilt edges.,
buch0629,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1794,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; essays (history; nature; domestic; economy); stories; music,"Ehrenberg, Franz.",,,PT19.L53,,Marbled tan wrappers.,
buch0630,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1795,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (history; nature; education; economy; domestic),,,,PT19.L53,,Embroidered white silk over boards; gilt edges; tooled purple silk slipcase.,
buch0631,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1796,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (literature; history; politics; economy); music,,,,PT19.L53,,Rebound with black cloth and boards. Original decorated pink paper pasted on top; gilt edges.,
buch0632,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1797,Leipzig,Adam Friedrich Böhme,,,Calendar; musical scores; poetry; stories; essays,,,,PT19.L53,,Illustrated tan paper over boards; gilt edges.,
buch0633,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1798,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; musical scores; essays (literary; domestic; historical; health; economic),,Göthe; Matthison; Schiller.,,PT19.L53,,Illustrated pink paper over boards; gilt edges; tan board slipcase; shell marbled end papers.,
buch0634,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1799,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; musical scores; essays (literary; domestic; historical; educational; economic),,"Meyer, K.; Baggesen; Voss; Gleim.",,PT19.L53,,Illustrated green paper over boards; gilt edges.,
buch0635,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1800,Leipzig,Adam Friedrich Böhme,,,Calendar; musical scores; stories; poetry; essays (historical; literary; domestic; economic; educational),,Steigentesch; Matthison; Schiller; Freudenthal; Glatz.,,PT19.L53,,Illustrated olive paper over boards; gilt edges.,
buch0636,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1801,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (nature; economics; history; botany); musical score,,"Jacobi, J. G.; Müchler; Schink; Matthison.",,PT19.L53,,Pink paper over boards; partially rebound with red cloth.,
buch0637,record,Leipziger Taschenbuch für Frauenzimmer. Zum Nutzen und Vergnügen.,1802,Leipzig,Adam Friedrich Böhme,,,Poetry; stories essays; musical score,,Müchler; Müller; Tiedge; Herder.,,PT19.L53,,Illustrated green paper over boards; gilt edges.,
buch0638,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1803,Leipzig,Adam Friedrich Böhme,,,Poetry; legends; economic and domestic information; calendar; music,,"Eck, J. G.; Hirsch, D.; Hennings, A.",,PT19.L53,,Shell marbled brown paper over boards; gilt edges.,
buch0639,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1804,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (nature; history; geography; economics; domestic); music,,"Haug; Pockels; Voss; Müller, Wilhelmine.",,PT19.L53,,Block printed paper over boards; gilt edges.,
buch0640,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1805,Leipzig,Adam Friedrich Böhme,,,Poetry; stories; essays (crafts; nature; economics; domestics),,Rösler; Lübeck; Langbein; Berheft; Baggesen.,,PT19.L53,Former owner's inscription in ink: [29... illegible].,Gloster marbled and gold tooled black paper over boards; gold tooled spine with red spine label.,
buch0641,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1806,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays,,"Clodius; Brachmann, Louise; v. Bodemer; Bothe; Eck; Pfeffel; Kind, Fr.; Rösler.",,PT19.L53,,Tooled blue paper over boards; gilt edges.,
buch0642,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1807,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays,,Theone; Streckfuss; Brachmann; Ratschky; Justi; Rösler.,,PT19.L53,,Hand painted and tooled blue cloth over boards; gilt edges; extra marbled orange board slip case.,
buch0643,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1808,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (nature; economics; domestic; history),,Fernow; Fink; Schreiber; Müchler; Buri; Kind; Fernow.,,PT19.L53,,Illustrated beige paper over boards; gilt edges; marbled end papers.,
buch0644,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1809,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays,,Haug; v. Haugwitz; Buri; Richter; Leon; Schreiber; v. Recke.,,PT19.L53,,Gold tooled pink silk over boards; gilt edges.,
buch0645,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1810,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (nature; economy; geography; education),,,,PT19.L53,,Red paste paper over boards; gilt edges.,
buch0646,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1811,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; stories; essays (economics; nature; domestic; geography; education),,Neuffer; Gubitz; Grumbach; Haug; Heilmann; Justi; Pfeffel; Langbein.,,PT19.L53,,Red paste paper over boards; gilt edges.,
buch0647,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1812,Leipzig,Adam Friedrich Böhme,,,Calendar; poetry; essays (nature; economics; domestics; geography),,"Grumbach; Müller, Fr.; Haug; Matthison; v. Bandemer, Susanne; Gubits; Kind. ",,PT19.L53,,Red paste paper over boards; gilt edges.,
buch0648,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1813,Leipzig,Adam Friedrich Böhme,,,Calendar; stories; essays (domestic; economic),,"Wendt, Amadeus; Seidel, H.; Grumbach.",,PT19.L53,,Red paste paper over boards; gilt edges.,
buch0649,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1816,Leipzig,Adam Friedrich Böhme,,,Poetry; stories; short moral explanations,,,,PT19.L53,,Red paste paper over boards.,
buch0650,record,Frauenzimmer Almanach zum Nutzen und Vergnügen.,1815,Leipzig,Adam Friedrich Böhme,,,Poetry; stories; short moral explanations,,,,PT19.L53,,Green paper over boards; red spine label.,
buch0651,record,Libussa,1845,Prag,,,,Poetry; novellas; essays,"Klar, Paul Aloys.",v. Schwarzenberg; Seidl; v. Ruhwald; Proschko; Gutsch; Horn; Schilling; Koller; Meissner; Kneissler.,,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Beige wrappers; gilt edges; waste paper spine.,
buch0652,record,Libussa,1848,Prag,,,,Poetry; novellas; essays,"Klar, Paul Aloys.","Horn; Seidl; Seifert; Proschko; Hedrich; Koller; Wenzie; Föhren, L. F.; Swoboda, L. F.; Klar, A.",,PT19.L58,,1/4 brown cloth with pulled blue paste paper over boards; gilt edges.,
buch0653,record,Libussa,1849,Leipzig,,,,Poetry; stories; novellas,"Klar, Paul Aloys.","Horn; Meissner; Seiffert, A.; Schilling; Schaffer, A.; Kapper, S.; Hell, Caroline; Klar, A.; Mendel, D.; Hausgirg, V.",,PT19.L58,,1/4 calf with spattered brown paper over boards; red edges.,
buch0654,record,Libussa,1853,Prag,,,,Poetry; stories; essays; tales,"Klar, Paul Aloys.","Klar; Seidl; Hein, Markus; Schaffer; Heller, Isidor; Proschko; Sigmind, F.; Horn; Mendel.",,PT19.L58,,Embossed white boards; white board slipcase.,
buch0655,record,Libussa,1854,Prag,,,,Poetry; songs; novella; story,"Klar, Paul Aloys.","Rösler; Seidl; Kittl; Schaffer; Horn; Ebert, C. E.; Scheda; Bayer; Klein; Proschko.",,PT19.L58,,Embossed white boards; gilt edges; partially rebound with white cloth.,
buch0656,record,Libussa,1855,Prag,,,,Poetry; novellas; stories; tales,"Klar, Paul Aloys.","Steinbach; Grohmann, V.; Kandler, W.; Hansgirg; Klar; Proschko; Horn; Seidl; Pokorny; Labsky.",,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Embossed white boards; gilt edges; partially rebound with white cloth.,
buch0657,record,Libussa,1856,Prag,,,,Poetry; stories; tales; biographies; novella; history; music,"Klar, Paul Aloys.","Steinbach; Schwarzenberg; Reitzenbeck; Horn, Uffo; Hansgirg; Seidl; Proschko; Raimund; Vogl; Klar.",,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Embossed white boards; gilt edges; partially rebound with white cloth.,
buch0658,record,Libussa,1857,Prag,,,,Poetry; ballads; stories; biographies; history,"Klar, Paul Aloys.","Proschko; Schwarzenberg; Vogl; Hansgirg; Klar; Horn, Uffo; Steinbach; Rank; Naumann; Ploschkowitsch.",,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Gold tooled red cloth over boards; gilt edges.,
buch0659,record,Libussa,1859,Prag,,,,Poetry; stories; novellas; tales,"Klar, Paul Aloys.","Schwarzenberg; Reitzenbeck, H.; Bayer, J.; Klar, P. A.; Gnad, Ernst; Hoffman v. Fallersleben; Ebert, C. E.; Hansgirg, K. V.; Vogl, J. N.; Castelli, C. F.",,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Gold tooled navy blue cloth over boards; gilt edges.,
buch0660,record,Libussa,1860,Prag,,,,Poetry; essays; biography; tales,"Klar, Paul Aloys.","Proschko; v. Metzerich; Kerner; Schwarzenberg; Dräxler-Manfred; Stech, Aloys; Vogl, J. N.; Steinbach, Fr.; Kilzer; Naumann.",,PT19.L58,Former owner's bookplate: Bibliothek-Georg Erkl.,Gold tooled navy blue cloth over boards; gilt edges.,
buch0661,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1838,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.1,,Rebound with red cloth.,
buch0662,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1839,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.2,,Gold-decorated cream paper over boards; gilt edges.,
buch0663,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1840,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.3,,Gold-decorated white paper over boards; gilt edges; white board slipcase.,
buch0664,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1841,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.4,,Embossed and gold tooled brown cloth over boards.,
buch0665,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1842,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.5,,Copper decorated gray paper over boards; gilt edges.,
buch0666,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1843,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.6,,Gold decorated gray paper over boards; gilt edges.,
buch0667,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1844,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.7,,1/4 navy blue cloth with Papier Coulé black and blue paper over boards; gilt and coppered edges.,
buch0668,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1845,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.8,,Gold decorated baby blue paper over boards; gilt edges; baby blue board slipcase.,
buch0669,record,Lilien. Taschenbuch historisch-romantischer Erzählungen.,1846,Leipzig,Carl Focke,,,Historic and romantic tales,"v. Wachsmann, C.",,,PT19.L6 v.9,,Gold decorated baby blue paper over boards; gilt edges; baby blue board slipcase.,
